Country,NFCR2012,NFCR2013,NFCR2014,NFCR2015,NFCR2016,NFCR2017,NFCR2018,NFCR2019,NFCR2020,CPI2012,CPI2013,CPI2014,CPI2015,CPI2016,CPI2017,CPI2018,CPI2019,CPI2020,AML2012,AML2013,AML2014,AML2015,AML2016,AML2017,AML2018,AML2019,AML2020,ARR2012,ARR2013,ARR2014,ARR2015,ARR2016,ARR2017,ARR2018,ARR2019,ARR2020,GDP2012,GDP2013,GDP2014,GDP2015,GDP2016,GDP2017,GDP2018,GDP2019,GDP2020,WES2012,WES2013,WES2014,WES2015,WES2016,WES2017,WES2018,WES2019,WES2020,GE2012,GE2013,GE2014,GE2015,GE2016,GE2017,GE2018,GE2019,GE2020,PV2012,PV2013,PV2014,PV2015,PV2016,PV2017,PV2018,PV2019,PV2020,RQ2012,RQ2013,RQ2014,RQ2015,RQ2016,RQ2017,RQ2018,RQ2019,RQ2020,RL2012,RL2013,RL2014,RL2015,RL2016,RL2017,RL2018,RL2019,RL2020,VA2012,VA2013,VA2014,VA2015,VA2016,VA2017,VA2018,VA2019,VA2020
Burkina Faso,-0.75%,-0.76%,-0.76%,-0.77%,-0.77%,-0.78%,-0.79%,-0.79%,-0.80%,38,38,38,38,42,42,41,40,40,7.39,7.41,7.49,7.45,7.21,7.54,,,,237,218,191,163,152,143,144,143,67,758.0004,787.4694,792.8462,653.3273,688.2507,734.9963,813.0997,786.8954,830.9251,2.1215,1.6362,2.3218,2.0726,2.1689,2.1548,2.3997,3.4186,1.82,-0.6241,-0.6611,-0.5793,-0.6197,-0.5643,-0.5781,-0.5778,-0.7588,-0.6695,-0.5731,-0.7634,-0.7871,-0.6111,-0.8674,-0.927,-1.0593,-1.3024,-1.5516,-0.1189,-0.175,-0.3089,-0.3714,-0.3974,-0.4424,-0.3728,-0.3765,-0.4173,-0.4368,-0.5305,-0.5474,-0.5234,-0.4414,-0.4012,-0.4453,-0.4262,-0.4181,-0.305,-0.2554,-0.3519,-0.1143,0.0145,0.0655,-0.0683,-0.2028,-0.1712
Cambodia,-3.41%,-3.52%,-3.66%,-3.78%,-1.76%,-1.80%,-1.82%,-1.86%,-1.90%,22,20,21,21,21,21,20,20,21,8.46,8.35,8.39,7.93,7.89,7.94,7.48,6.63,7.1,3584,4210,4503,4775,5012,5602,6201,6611,1306,950.8803,1013.4205,1093.496,1162.905,1269.5915,1385.2601,1512.127,1643.1214,1512.7278,1.6138,1.3967,1.8723,1.8085,2.1374,2.287,2.2431,2.5553,3.31,-0.8159,-0.9065,-0.6895,-0.6997,-0.6942,-0.6596,-0.5603,-0.58,-0.4194,-0.1036,-0.1364,0.0232,0.0619,0.211,0.0912,0.103,-0.0895,-0.2359,-0.3414,-0.3384,-0.4232,-0.525,-0.4652,-0.5016,-0.5016,-0.5689,-0.6164,-0.9796,-1.0042,-0.9553,-0.9785,-1.0639,-1.0539,-1.1121,-0.9357,-0.9458,-0.9615,-0.9809,-1.1078,-1.1226,-1.1054,-1.1547,-1.2367,-1.2203,-1.3585
Canada,-0.01%,-0.01%,-0.01%,-0.01%,-0.01%,-0.01%,-0.01%,-0.01%,-0.01%,84,81,81,83,82,82,81,77,77,5,5.11,5.29,5.26,5,5.14,4.92,4.92,4.68,25318,25167,25558,27555,30142,31081,31274,32430,5068,52669.09,52635.175,50955.9983,43596.1355,42315.6037,45129.3564,46454.7434,46326.6726,43258.1763,2.8199,2.8195,2.7515,2.8553,2.8614,2.7552,2.6221,2.568,2.72,1.7656,1.7889,1.7605,1.7617,1.781,1.8571,1.7149,1.7313,1.6443,1.113,1.0614,1.1755,1.2747,1.2561,1.1021,0.9791,1.0168,1.1092,1.7146,1.7393,1.845,1.7177,1.7388,1.8897,1.7061,1.7162,1.5958,1.7635,1.7559,1.8906,1.8419,1.8413,1.806,1.7566,1.7603,1.6551,1.4375,1.4535,1.4124,1.4671,1.4452,1.4777,1.4901,1.4319,1.4762
Cape Verde,,2.33%,0.00%,0.00%,2.27%,0.00%,0.00%,0.00%,2.22%,60,58,57,55,59,55,57,58,58,6.97,6.92,6.98,7,6.74,6.99,7.02,7.01,6.52,482,503,494,520,598,668,710,758,180,3447.4831,3616.0356,3588.6256,3043.0314,3130.9988,3292.6335,3617.3474,3603.7752,3064.2724,2.91,2.7033,4.186,4.0985,4.1987,3.436,3.7275,3.3934,3.25,0.1205,0.0968,0.0696,0.1672,0.1248,0.1633,0.321,0.2921,0.2472,0.8091,0.778,0.3508,0.8678,0.8862,0.7746,0.8458,0.8739,0.8808,0.0564,-0.1007,-0.1838,-0.2646,-0.296,-0.2038,-0.2403,-0.2246,-0.0661,0.5241,0.5359,0.6347,0.5906,0.3474,0.4035,0.4442,0.5159,0.4879,0.9387,0.916,0.957,0.9439,0.9792,0.9681,0.9661,0.9407,0.9176
Chile,1.04%,1.02%,1.01%,1.00%,0.70%,0.69%,0.69%,0.68%,0.68%,72,71,73,70,66,67,67,67,67,4.08,4.17,4.07,4.02,4.8,4.94,4.16,4.18,3.82,4397,4457,4601,5487,6712,7621,6603,5431,1311,15351.5407,15842.9365,14670.9889,13574.1692,13753.5921,14998.8171,15888.1444,14741.7144,13231.7042,2.2181,2.2761,2.444,2.5237,2.6067,2.5768,2.6617,2.3847,2.46,1.2639,1.2646,1.1612,1.0858,1.0104,0.9962,1.0755,1.0603,0.9887,0.3311,0.3637,0.4475,0.4334,0.4131,0.4171,0.4274,0.0079,0.0706,1.5385,1.4914,1.4944,1.3452,1.3731,1.3501,1.3355,1.2237,1.0521,1.3918,1.3677,1.4331,1.344,1.1293,1.1492,1.0919,1.0746,1.0678,1.0769,1.1063,1.0559,1.0045,0.9957,1.0004,1.0241,0.9911,1.0161
China,0.96%,0.95%,0.94%,0.93%,0.92%,0.91%,0.90%,0.90%,0.89%,39,40,36,37,40,41,39,41,42,6.02,6.07,6.06,6.05,6.7,6.53,6.02,6.59,6.76,132405,129078,128499,133820,141774,153260,158606,162538,30402,6316.9183,7050.6463,7678.5995,8066.9426,8147.9377,8879.4387,9976.6771,10216.6303,10500.3956,2.189,2.246,2.3116,2.4681,2.662,2.7271,2.6028,2.4327,2.37,0.0233,0.0035,0.3226,0.4076,0.3546,0.4138,0.4793,0.517,0.648,-0.5388,-0.5438,-0.5226,-0.5503,-0.4994,-0.231,-0.3,-0.2567,-0.2911,-0.2408,-0.288,-0.283,-0.2894,-0.2645,-0.1468,-0.1863,-0.2446,-0.0808,-0.5429,-0.5246,-0.4146,-0.4099,-0.3345,-0.2667,-0.2029,-0.2746,-0.0596,-1.6379,-1.6314,-1.6167,-1.6608,-1.5596,-1.5038,-1.4632,-1.6281,-1.6485
Colombia,-0.22%,-0.22%,-0.22%,-0.22%,-0.33%,-0.33%,-0.33%,-0.33%,-0.33%,36,36,37,37,37,37,36,37,39,4.64,4.64,4.61,4.6,4.55,4.57,4.42,5.83,4.62,2434,2595,2866,3371,3675,4056,4397,4531,1396,8050.2554,8218.3478,8114.3439,6175.876,5870.778,6376.7067,6729.5833,6424.9795,5332.7735,2.2288,2.1647,2.1203,2.246,2.4078,2.4107,2.6124,2.4183,2.32,0.0229,0.0712,-0.1009,-0.0364,0.0152,-0.0751,-0.086,0.0707,0.0403,-1.4018,-1.292,-1.1146,-1.0691,-0.8825,-0.7727,-0.7969,-0.9495,-0.6736,0.4007,0.4029,0.4962,0.4654,0.402,0.3411,0.3177,0.3966,0.3171,-0.3539,-0.4059,-0.292,-0.2685,-0.2789,-0.363,-0.4062,-0.4168,-0.4912,-0.064,-0.0813,-0.0433,0.0039,0.1218,0.1125,0.1635,0.2048,0.1493
Costa Rica,0.55%,0.55%,0.58%,0.54%,0.54%,0.57%,0.54%,0.57%,0.53%,54,53,54,55,58,59,56,56,57,6.5,6.43,6.37,6.34,5.93,5.93,5.47,5.23,4.76,2542,2641,2760,2899,3204,3231,3313,3366,1147,10075.0046,10744.091,10847.1697,11642.7781,12011.2228,12225.5745,12468.5753,12669.7061,12076.8145,3.9694,3.8771,4.2076,4.4156,4.1757,4.6278,5.1446,5.1087,4.54,0.5,0.4822,0.3963,0.3753,0.3552,0.3063,0.3762,0.4226,0.3622,0.6384,0.6779,0.5774,0.682,0.6614,0.6088,0.4695,0.4523,0.7615,0.5718,0.5833,0.5149,0.5258,0.4074,0.3464,0.4886,0.4971,0.4499,0.5197,0.5516,0.5604,0.5046,0.466,0.4693,0.481,0.5445,0.5699,1.0882,1.0785,1.1383,1.1516,1.118,1.1217,1.1085,1.0963,1.143
Côte d´Ivoire,-2.93%,-3.02%,-3.12%,-3.22%,-3.32%,-3.44%,-3.56%,-3.66%,-3.83%,29,27,32,32,34,36,35,35,36,5.52,5.39,6.6,6.47,6.42,6.51,6.59,6.62,6.78,289,380,471,1441,1583,1800,1965,2070,668,1243.2735,1415.8717,1561.4644,1972.5457,2013.3814,2111.0266,2314.051,2276.3324,2325.7237,1.8934,2.0359,2.1553,2.2208,2.2555,3.5589,2.5566,2.6721,2.52,-1.0985,-0.9261,-0.8344,-0.6858,-0.6733,-0.7555,-0.5683,-0.4828,-0.4806,-1.2635,-1.0487,-1.0372,-0.8325,-0.9076,-1.0902,-0.8987,-1.026,-0.9764,-0.7649,-0.7364,-0.5945,-0.5042,-0.3649,-0.3606,-0.2027,-0.2434,-0.2758,-1.0792,-0.9051,-0.5915,-0.6298,-0.6447,-0.6315,-0.5763,-0.5666,-0.5995,-0.7777,-0.7512,-0.5077,-0.4073,-0.3084,-0.2831,-0.2554,-0.245,-0.4832
Croatia,0.05%,0.00%,0.05%,0.00%,0.16%,0.21%,0.16%,0.21%,0.16%,46,48,48,51,49,49,48,47,47,5.8,5.76,4.15,4.13,4.15,4.11,3.83,3.82,3.95,47185,48345,51168,55858,57587,59238,57668,60021,21608,13258.3598,13674.4178,13599.4098,11781.7348,12361.4838,13451.6249,15014.085,14944.3562,13828.4695,4.1822,4.0494,3.8654,3.8889,4.0002,3.9811,3.945,3.6208,3.74,0.7066,0.7032,0.6968,0.5309,0.5036,0.6091,0.5074,0.4592,0.4377,0.6069,0.6427,0.6191,0.5907,0.6638,0.692,0.8028,0.6947,0.6074,0.4583,0.4631,0.3951,0.364,0.3563,0.424,0.5372,0.5906,0.4339,0.2456,0.2775,0.3045,0.1868,0.3844,0.3588,0.3527,0.3954,0.2942,0.5408,0.5137,0.5149,0.5555,0.5254,0.4792,0.4376,0.4553,0.5802
Cuba,1.71%,1.65%,1.65%,1.60%,0.38%,0.34%,0.37%,0.34%,0.37%,48,46,46,47,47,47,47,48,47,,,,,,,,,,2847,2862,3014,3540,4009,4654,4712,4276,1086,6497.3148,6837.7117,7133.3377,7694.0146,8060.7966,8541.2137,8824.194,9099.6731,,2.8791,2.4125,2.2865,3.0576,2.7207,2.4695,2.5477,2.4775,2.84,-0.405,-0.44,-0.0472,0.0215,-0.1052,-0.1805,-0.2472,-0.1728,-0.1678,0.3072,0.3706,0.5448,0.6441,0.6854,0.6471,0.6489,0.6031,0.5962,-1.5606,-1.584,-1.3251,-1.2236,-1.3387,-1.3285,-1.4595,-1.4868,-1.5045,-0.7055,-0.6973,-0.6579,-0.7015,-0.4425,-0.4303,-0.4443,-0.3226,-0.2781,-1.5146,-1.4787,-1.5448,-1.5581,-1.5601,-1.5525,-1.4601,-1.4407,-1.4195
Cyprus,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,66,63,63,61,55,57,59,58,57,4.93,5.03,4.99,5,5.12,4.87,5.01,5.01,4.81,2635,2626,2558,2780,3286,3750,4024,4117,632,28912.1569,27729.1927,27163.333,23408.3367,24605.9208,26444.0744,29089.4713,28288.4616,26623.8009,1.9845,1.8566,2.0637,2.2234,2.2249,2.1986,2.1843,2.2116,2.45,1.391,1.3668,1.1402,1.0483,0.9606,0.9222,0.9192,0.9922,0.8832,0.6351,0.5633,0.5519,0.5509,0.6043,0.5379,0.4917,0.5574,0.2918,1.1308,0.9171,1.0989,1.0623,1.0526,1.0325,0.8728,1.0124,1.0025,1.0996,1.0365,1.0769,1.0398,0.7214,0.8882,0.7536,0.76,0.5809,1.022,0.9808,1.02,1.0316,1.0466,1.0562,1.0056,1.0486,0.9071
Czech Republic,0.08%,0.08%,0.08%,0.08%,0.08%,0.07%,0.07%,0.04%,0.07%,49,48,51,56,55,57,59,56,54,4.81,4.74,4.56,4.55,4.66,4.57,4.12,4.15,4.29,25750,26332,27166,29604,32519,34701,36268,37202,10267,19870.8012,20133.1691,19890.9199,17829.6983,18575.232,20636.2,23419.7356,23660.1488,22932.225,2.9045,2.9187,2.816,2.7374,2.8334,2.6928,2.7216,2.5625,2.59,0.9332,0.9262,1.0386,1.0598,1.045,1.071,0.9887,0.9553,0.957,1.0541,1.0848,0.99,0.9792,0.9761,1,1.032,0.9439,0.9245,1.0591,1.0855,1.006,1.0989,0.9864,1.2352,1.2755,1.2452,1.2412,1.0285,1.0303,1.1411,1.1373,1.0202,1.1242,1.0551,1.0528,1.0599,0.9704,0.9845,1.0267,1.0428,1.0254,0.8802,0.8127,0.8358,0.9812
Denmark,1.35%,1.16%,1.31%,1.30%,0.00%,0.16%,0.16%,0.16%,0.00%,90,91,92,91,90,88,88,87,88,4.3,4.49,4.29,4.23,4.08,4.05,4.11,3.95,3.46,26402,26516,28070,28209,28692,30736,30801,33093,15595,58507.5081,61191.1937,62548.9847,53254.8564,54663.9984,57610.0982,61591.9289,59775.7351,61063.3164,4.1426,4.1886,4.1364,4.0983,4.1636,3.9022,3.9126,4.0351,4.28,1.9963,1.9519,1.7916,1.8254,1.8575,1.7875,1.8513,1.9102,1.8909,0.9149,0.9592,0.9518,0.8976,0.8679,0.8684,0.9463,0.9956,0.943,1.8068,1.81,1.6871,1.7346,1.5754,1.6243,1.6363,1.5651,1.7909,1.8823,1.9111,2.1057,2.0518,1.9243,1.8473,1.8155,1.8768,1.8589,1.6741,1.6663,1.5246,1.5528,1.5414,1.5178,1.5616,1.5452,1.5204
Dominica,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,58,58,58,,59,57,57,55,55,5.85,5.73,4.63,4.41,4.4,5.12,4.17,4.4,3.88,348,311,370,358,356,230,199,322,140,6849.4559,7016.3801,7317.4861,7597.2889,8080.9686,7274.5177,7693.7715,8001.9971,6526.7932,5.3738,5.1366,4.6256,5.4891,4.16,3.4081,6.6172,1.9775,3.16,0.661,0.7082,0.076,0.117,0.0541,-0.2627,-0.2776,-0.2623,-0.1796,0.9806,1.1199,1.0572,1.0779,1.0024,1.1981,1.0962,1.0675,1.3462,0.3269,0.311,0.2736,0.2326,0.1991,0.129,0.076,0.1002,0.196,0.637,0.6488,0.4928,0.6734,0.6064,0.613,0.6639,0.6876,0.7405,0.9466,0.9667,1.0671,0.8789,0.8995,0.8848,0.7877,0.8688,0.8781
Dominican Republic,0.29%,0.29%,0.33%,0.29%,0.38%,0.38%,0.38%,0.38%,0.37%,32,29,32,33,31,29,30,28,28,7.17,6.96,6.68,6.63,6.74,6.69,5.8,5.41,5.05,4901,5114,5576,6129,6769,7296,7551,7550,2748,6110.3666,6238.1324,6608.8255,6921.5206,7280.8836,7609.3533,8050.6441,8282.1171,7268.1969,3.5281,3.9392,4.0824,4.1568,3.8319,4.0326,3.9427,3.8568,3.81,-0.5103,-0.4678,-0.4357,-0.3576,-0.2639,-0.372,-0.3971,-0.3581,-0.3307,0.2524,0.2074,0.1459,0.2367,0.2521,0.1606,0.0239,0.0053,0.1674,-0.1043,-0.0711,-0.0368,-0.0378,-0.0652,-0.078,-0.069,-0.0542,-0.0138,-0.6877,-0.5324,-0.4058,-0.5128,-0.3953,-0.4209,-0.3793,-0.3476,-0.2642,0.1246,0.1154,0.189,0.1543,0.1819,0.1592,0.1143,0.1774,0.2215
Ecuador,-0.32%,-0.32%,-0.33%,-0.33%,-0.50%,-0.50%,-0.51%,-0.51%,-0.51%,32,35,33,32,31,32,34,38,39,6.89,5.69,,6.05,5.48,6.37,6.3,6.25,4.89,1272,1364,1695,1676,1569,1806,2535,2108,507,,,,,,,,,,3.234,3.2205,3.212,3.5517,3.9434,3.8878,4.1765,3.7981,4.13,-0.505,-0.5019,-0.4734,-0.4426,-0.4305,-0.3996,-0.2638,-0.3996,-0.4388,-0.5703,-0.1787,-0.0185,-0.144,-0.0854,-0.0749,-0.0893,-0.233,-0.3646,-1.0173,-0.9282,-1.0072,-1.1574,-1.0185,-1.06,-0.8688,-0.8239,-0.886,-1.1346,-0.9683,-1.0585,-1.029,-0.7614,-0.8108,-0.6388,-0.5774,-0.5481,-0.2961,-0.2527,-0.2025,-0.2118,-0.2472,-0.1721,-0.0013,0.0371,0.0167
Egypt,-4.84%,-6.78%,-5.45%,-7.69%,0.00%,-2.08%,-2.13%,0.00%,-2.17%,32,32,37,36,34,32,35,35,33,4.98,5.1,5.18,4.91,4.74,5.66,5.35,4.55,4.96,11532,9464,9878,9328,5399,8292,11346,13026,3677,3229.6856,3262.6576,3379.558,3562.9327,3519.8732,2444.2904,2537.1252,3019.0923,3547.8708,5.2927,4.9291,5.0987,4.7945,4.2412,4.2486,4.4754,4.3945,4.14,-0.8086,-0.8777,-0.8232,-0.7697,-0.6597,-0.6208,-0.58,-0.4244,-0.5451,-1.4363,-1.6388,-1.6312,-1.4966,-1.4377,-1.4245,-1.18,-1.1142,-1.2074,-0.4751,-0.6401,-0.7626,-0.8356,-0.9232,-0.8605,-0.8642,-0.8277,-0.6886,-0.4724,-0.6333,-0.6626,-0.6014,-0.5175,-0.5438,-0.4143,-0.4209,-0.3598,-0.7651,-1.0516,-1.1806,-1.1904,-1.2045,-1.2512,-1.328,-1.4453,-1.4887
El Salvador,-0.64%,-0.81%,-0.65%,-0.82%,-0.66%,-0.83%,-0.67%,-0.84%,-0.68%,38,38,39,39,36,33,35,34,36,5.08,5.16,4.86,4.79,4.69,5.48,5.43,5.46,4.87,1738,1822,1886,1973,2052,2247,2536,2639,707,3428.4093,3509.5281,3589.0413,3705.5797,3805.9957,3910.256,4052.6248,4167.7309,3798.6365,4.1223,4.3131,4.2291,4.4896,4.2698,4.6437,4.367,4.179,4.02,-0.1273,-0.1154,-0.0331,-0.2358,-0.2852,-0.3216,-0.4477,-0.4654,-0.3565,0.2346,-0.0337,-0.0246,-0.017,-0.0993,-0.26,-0.3877,-0.1064,-0.0242,0.3255,0.3131,0.3189,0.1963,0.094,0,0.0346,0.0216,-0.0192,-0.6987,-0.6191,-0.4764,-0.5851,-0.7097,-0.8106,-0.8254,-0.7623,-0.7609,-0.0402,-0.0131,0.1526,0.1524,0.1889,0.1544,0.0171,0.1142,0.0362
Estonia,0.72%,0.72%,0.71%,0.71%,0.12%,0.17%,0.12%,0.16%,0.12%,64,68,69,70,70,71,73,74,75,3.28,3.31,3.27,3.19,3.82,3.83,2.73,2.68,2.36,5007,5737,5804,5696,5942,6145,6033,6103,1695,17404.2008,19050.5859,20234.1174,17395.0406,18282.9234,20387.2831,23052.3013,23397.12,23027.027,3.34,3.7939,4.2544,4.8459,4.967,5.1459,5.6434,5.7739,6.18,0.9544,0.9748,1.0165,1.0677,1.0905,1.1117,1.1904,1.1744,1.3433,0.6365,0.7482,0.7803,0.6209,0.6739,0.6498,0.5874,0.6333,0.7101,1.4171,1.4475,1.6766,1.669,1.6981,1.645,1.5518,1.5913,1.5354,1.157,1.1984,1.3728,1.3318,1.2264,1.2858,1.2407,1.2815,1.3822,1.1119,1.1168,1.1703,1.1869,1.208,1.2144,1.1793,1.1811,1.1713
Ethiopia,-0.41%,-0.41%,-0.42%,-0.42%,-0.42%,-0.42%,-0.42%,-0.42%,-0.43%,33,33,33,33,34,35,34,37,38,,,,7.09,7.09,,,,,597,681,770,864,871,933,849,812,271,467.0779,499.5315,566.9264,640.5419,717.1249,768.523,771.5249,855.7609,936.3405,2.3567,2.3645,1.455,1.737,2.0319,1.9307,1.708,1.9951,2.61,-0.4254,-0.6073,-0.4249,-0.6469,-0.6385,-0.6929,-0.6105,-0.6344,-0.5521,-1.5643,-1.4073,-1.3394,-1.4982,-1.6198,-1.6799,-1.2796,-1.3051,-1.7385,-1.048,-1.1185,-1.0651,-1.0312,-1.1013,-1.0043,-0.973,-0.8889,-0.9574,-0.6774,-0.6475,-0.4717,-0.5091,-0.4925,-0.4559,-0.4281,-0.4734,-0.3978,-1.3089,-1.313,-1.2844,-1.2984,-1.4021,-1.4322,-1.1659,-1.0646,-1.0173
Finland,0.15%,0.15%,0.15%,0.15%,0.00%,0.00%,0.00%,0.00%,0.00%,90,89,89,90,89,85,85,86,85,3.59,3.74,2.51,2.53,3.05,3.04,2.57,3.17,2.97,7636,2797,2731,2622,2789,3180,3224,3290,896,47710.7902,49878.0432,50260.2999,42784.6984,43784.284,46297.4963,49964.4999,48678.3141,48773.2812,3.144,3.2481,3.1401,3.2132,3.227,3.0075,3.1602,2.9283,3.24,2.2203,2.1902,2.0328,1.874,1.8779,2.0187,2.0553,2.0066,1.9489,1.4008,1.3852,1.2822,1.0406,0.9991,1.0809,0.9084,0.8517,0.9446,1.8292,1.8515,1.884,1.8364,1.8174,1.8231,1.7857,1.8512,1.8548,1.9514,1.9646,2.1297,2.0895,2.0499,2.0694,2.0794,2.058,2.0789,1.6007,1.5737,1.5419,1.5436,1.5318,1.5594,1.5769,1.5649,1.6152
France,0.51%,0.50%,0.50%,0.50%,0.49%,0.50%,0.49%,0.49%,0.48%,71,71,69,70,69,70,72,69,69,4.14,4.23,4.78,4.79,5.03,4.52,4.12,4.09,3.92,197522,204410,206599,203302,203042,207274,211998,217877,117109,40874.7004,42592.9354,43011.2631,36638.1849,37037.3742,38685.2585,41572.485,40578.6443,39030.3604,2.9524,2.9968,2.9974,2.9452,2.9585,2.8632,2.8868,2.8264,2.98,1.3808,1.4893,1.4187,1.4481,1.4164,1.3481,1.4587,1.3721,1.2478,0.5549,0.4487,0.3006,0.1067,-0.0954,0.2791,0.0292,0.2994,0.3125,1.1304,1.1571,1.0788,1.1297,1.0703,1.1595,1.1563,1.4404,1.196,1.4435,1.4098,1.4567,1.3985,1.3867,1.4364,1.4344,1.4077,1.3274,1.2381,1.2192,1.2182,1.2066,1.1365,1.1524,1.1465,1.1164,1.0694
Gambia,-1.70%,-2.08%,-2.12%,-2.17%,-1.85%,-2.26%,-2.31%,-2.36%,-2.02%,34,28,29,28,26,30,37,37,37,6.48,6.53,6.68,6.69,6.67,6.7,5.08,5.05,5.29,157,171,156,449,450,522,552,620,246,742.7776,700.516,607.4299,660.7236,690.7805,679.7551,732.7207,777.8152,787.0065,1.8376,1.724,1.8472,2.3694,1.9283,1.5058,1.8008,2.0158,1.78,-0.5125,-0.7057,-0.6704,-0.9037,-0.842,-0.6464,-0.6199,-0.6311,-0.672,-0.0008,-0.0486,-0.1514,0.0196,-0.4344,-0.084,-0.0744,0.2247,0.2453,-0.2281,-0.3614,-0.4569,-0.5087,-0.5093,-0.447,-0.6295,-0.6648,-0.6876,-0.5765,-0.643,-0.6892,-0.7214,-0.7747,-0.4381,-0.4306,-0.3714,-0.3659,-1.2875,-1.2574,-1.2677,-1.4601,-1.2628,-0.6223,-0.2221,-0.2387,-0.201
Georgia,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,52,49,52,52,57,56,58,56,56,5.64,4.8,4.83,4.8,,5.37,5.31,5.2,4.54,4106,4954,5004,5256,5393,6483,7203,7726,1513,4421.8182,4623.7457,4739.1883,4014.1859,4062.1699,4357.0009,4722.7878,4697.9837,4278.8608,2.873,2.9874,3.3676,3.2199,3.2662,3.3341,3.2871,3.2562,3.29,0.6057,0.5852,0.4889,0.4042,0.5179,0.5757,0.6118,0.8287,0.7875,-0.6805,-0.4414,-0.3215,-0.4661,-0.3133,-0.3708,-0.4416,-0.4884,-0.4308,0.6937,0.7566,0.934,0.9225,1.0087,1.052,1.1254,1.1217,1.1088,-0.0146,-0.006,0.1908,0.2714,0.3836,0.3208,0.3278,0.3104,0.286,0.0216,0.1388,0.2847,0.2746,0.2952,0.2648,0.2209,0.1687,0.0554
Germany,0.02%,0.02%,0.02%,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,79,78,79,81,81,81,80,80,80,5.8,5.79,5.49,5.48,5.33,4.78,4.44,4.49,4.42,30411,31545,32999,34970,35555,37452,38881,39563,12449,43858.3631,46285.7641,47959.9933,41086.7297,42107.5173,44542.2952,47950.1808,46794.8993,46208.4295,2.7647,2.786,2.7944,2.7558,2.7715,2.678,2.6804,2.5601,2.58,1.5389,1.5178,1.6713,1.687,1.6962,1.6532,1.5627,1.5312,1.3608,0.7756,0.928,0.9252,0.6998,0.6814,0.5877,0.5913,0.5743,0.671,1.5361,1.553,1.703,1.7231,1.817,1.7862,1.7629,1.7232,1.5827,1.6762,1.6502,1.8545,1.7942,1.6218,1.615,1.6316,1.6207,1.5579,1.3937,1.4062,1.4363,1.422,1.3644,1.4323,1.4313,1.3556,1.3776
Ghana,-0.15%,-0.16%,-0.15%,-0.16%,0.27%,0.28%,0.27%,0.26%,0.26%,45,46,48,47,43,40,41,41,43,6.04,6,5.88,6,6.22,6.84,5.32,5.29,4.89,903,994,825,897,933,969,956,1130,355,1587.5609,2361.0903,1899.6683,1705.5751,1913.4735,2020.6818,2194.2325,2210.3559,2328.5346,1.835,2.1953,2.4258,2.4751,2.6685,2.4208,2.5474,2.5311,2.15,-0.0486,-0.0986,-0.2813,-0.2224,-0.1685,-0.1119,-0.2085,-0.2106,-0.1527,0.1307,0.0606,-0.1068,-0.0321,-0.1309,0.0918,-0.0255,0.1344,0.1259,0.1281,0.0846,-0.0058,-0.0313,-0.2325,-0.1366,-0.0946,-0.1112,0.0002,0.0105,0.1491,0.0522,0.1423,0.0487,0.1233,0.0731,0.0473,-0.0387,0.4314,0.4389,0.4633,0.4899,0.5855,0.5983,0.5499,0.5579,0.5832
Greece,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,36,40,43,46,44,48,45,48,50,6.78,6.39,6.33,5.83,5.53,5.11,4.56,4.56,3.73,15518,20112,24272,26114,28071,30161,33072,34005,7406,21915.1913,21749.1525,21601.7764,18050.0976,17885.3928,18562.2294,19765.9965,19150.7862,17676.1925,2.9384,3.3048,3.2917,3.3424,3.3433,3.1362,3.1295,2.8949,2.99,0.2804,0.3607,0.3005,0.177,0.1577,0.2741,0.2908,0.349,0.4445,-0.2172,-0.1713,-0.1404,-0.2303,-0.1216,-0.0736,0.1659,0.1817,0.1251,0.5269,0.6334,0.3293,0.4096,0.1484,0.24,0.4138,0.5299,0.55,0.3931,0.4721,0.374,0.2769,0.1353,0.075,0.1393,0.1838,0.3203,0.7008,0.6872,0.6188,0.6515,0.6686,0.6585,0.7323,0.8124,0.9659
Grenada,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,56,52,52,53,53,5.47,5.86,5.12,5.21,5.18,6.04,4.2,4.59,4.12,370,327,387,437,474,468,529,526,217,7444.0891,7789.6324,8370.0405,9096.5387,9628.1728,10152.8328,10486.3776,10815.9114,9680.1758,6.1677,5.7273,4.8015,5.7267,5.4314,5.6378,5.8368,4.4639,4.38,0.2673,0.2271,-0.1091,-0.1965,-0.1752,-0.1875,-0.2365,-0.1374,-0.0654,0.4926,0.4262,0.7746,0.7907,1.0189,1.0092,0.9855,0.9536,1.0345,0.2893,0.2841,0.1917,0.0901,0.084,-0.0537,-0.297,-0.3142,-0.1702,0.1254,0.1333,-0.1676,0.1446,0.569,0.4132,0.2238,0.1768,0.2926,0.7475,0.7702,0.9061,0.8061,0.8171,0.7443,0.4934,0.6806,0.6923
